@relation "./files_to_convert\2018-EI-reg-Es-sadness-train.txt"

@attribute id string
@attribute tweet string
@attribute emotion string
@attribute score numeric

@data
"2017-En-40744","	@username Da las gracias a mucho kate 💕 #sereno	","sadness", 0.208
"2017-En-40466","	@username nahh thats siniestro	","sadness", 0.438
"2017-En-40882","	pero perdiendo estos juegos son el peores,  terminas sentir una mezcla de rabia y tristeza y la vergüenza y la ansiedad y él dura para días	","sadness", 0.854
"2017-En-40665","	i amor la palabra fret tanto e im en cielo	","sadness", 0.292
"2017-En-41504","	@username las personas tristes son que enfermos y aburriendo 😬 😬 😬	","sadness", 0.708
"2017-En-40532","	 estoy hecho con vuestro piano, blues jugando, suaviza hablar asno. Encima al nexttt	","sadness", 0.381
"2017-En-20943","	@username penique estación terrible num ?	","sadness", 0.354
"2017-En-22245","	En otro noticioso . Mis piernas hicieron daño . #Corriendo #numkinnummins #terrible #flatfeet	","sadness", 0.562
"2017-En-41308","	por qué yall hyped abt que la chica que consigue para colgar fuera de w JB, claramente mira tan infeliz y aburrido en el pics ningún offense LOL, plus  odia yall	","sadness", 0.583
"2017-En-20873","	ayer i acabó mirar el penique terrible y de todas las cosas bonitas i sierra uno cuestiona restos : era los escritores LE  seguidores ?	","sadness", 0.312
"2017-En-40847","	Notación de baile de la tiza entree manchester inasmuch como corinthian productos que desalenta arrastra marca : ARwuEVfqv	","sadness", 0.188
"2017-En-41227","	& gustar si vuestro infeliz justo dejar . No engaña encima alguien & que arriba de su vista encima mierda & de amor 💯 ..	","sadness", 0.500
"2017-En-41502","	Probs Gastado un total magnífico de cinco minutos serenos desde entonces anochecer de domingo :) #freshers	","sadness", 0.458
"2017-En-21353","	@username Rooney necesidades de salir ! Absolutamente terrible ! 🙈 🙈 🙈 Objetivo de clase de @username @username mostrando por qué  tenga que ser en el equipo ! !	","sadness", 0.500
"2017-En-40236","	Yendo para ser un looong año como Brown seguidor . Más largo que normal y aquello es #triste	","sadness", 0.604
"2017-En-40835","	@username  no  lo sé, prueba no a fret mi dulce poco pupper	","sadness", 0.333
"2017-En-40536","	no crece cansado en hacer bueno . El treadlines es mejor que fechas límite . ' @username #CGInum	","sadness", 0.375
"2017-En-40931","	@username @username #lestweforget num yrs Encima, 2013 Licenciado Trainee el reclutamiento no concluido. #Decepcionado #cansado aun así  #wewait	","sadness", 0.646
"2017-En-41173","	lleva en mi hijo caprichoso allí'll ser paz cuándo  estás hecho poner vuestro cansado se dirige a resto  no  lloras no más	","sadness", 0.500
"2017-En-40908","	@username I de hecho entender él para plumbers etc . El cable entraría la manera mientras bajo un hundirse	","sadness", 0.229
"2017-En-40342","	@username Cómo atenúa .	","sadness", 0.521
"2017-En-41054","	#AutumnalEquinox Las noches están dibujando en, lo que un tiempo grande para mirar en poner arriba algunos las luces #nuevas #oscuras #showroom #noticiosos #wirral	","sadness", 0.271
"2017-En-40932","	Ir ayudar el cause.@username.net . #Recuperación #adicción #serena	","sadness", 0.396
"2017-En-40152","	A veces la red de soporte está causando el daño . \ n \ n #El soporte #Averió #sólo #cansado #hecho daño #nojustice #surivivor #NoMore	","sadness", 0.670
"2017-En-40451","	@username Justo hacer qué te puede, no consigue desalentado, quizás algunas oraciones para intervención divina para ayudarte ayudaría :)	","sadness", 0.438
"2017-En-40094","	Atrás en Cardiff después de un asombroso num días fuera 😭 #deprimiendo	","sadness", 0.729
"2017-En-22180","	Rooneys malditos untouchable no es él ? Sido jodiendo terrible otra vez, depay ha mirado decente(ish)esta noche	","sadness", 0.479
"2017-En-41327","	@username Loool entender el pesimismo pero él  😂	","sadness", 0.417
"2017-En-40052","	num aplicaciones para mi dbs y todavía esperando . Sido sobre un año ahora . Yendo a suelto mi trabajo 👍 🏿 @username #da las gracias a #infeliz #crb	","sadness", 0.792
"2017-En-41079","	I maravilla si el #wolfcreek espectáculo de televisión está patrocinado por el anti-tablero turístico de Australia para desalentar visitantes ? #stayathome #dontvisit	","sadness", 0.396
"2017-En-40137","	@username  Era en instituto y recordar ayudando los vecinos limpian arriba de casa posterior en Greenville . Bastante sobering material . #Tristeza	","sadness", 0.688
"2017-En-41366","	@username u sabe juego de ión que mierda bout mi hermano cansado	","sadness", 0.583
"2017-En-40493","	El hombre que es un pessimist antes de num sabe demasiado ; si es un optimista después de que lo,  sabe demasiado poco.'\n-Mark Twain	","sadness", 0.417
"2017-En-41519","	por qué el jode hace mi mamá me quiero para poner maíz en el curry ? ! #Siniestro	","sadness", 0.667
"2017-En-41284","	Probando hacer un #mundo_mejor está #deprimiendo cuándo es un #fracaso - __ -	","sadness", 0.812
"2017-En-40582","	#Siempre #tomar prestado #dinero de un #pessimist . No lo #espere #atrás .	","sadness", 0.354
"2017-En-41422","	@username Seguidores #de depresión #ciertos #únicos conseguirán esto uno 😂 😂	","sadness", 0.562
"2017-En-41186","	Un pessimist ve la dificultad en cada oportunidad, un optimista ve la oportunidad en cada dificultad' -Señor Winston Churchill-	","sadness", 0.396
"2017-En-40143","	Cuándo  las semanas llenas de fin de lunes ? ?	","sadness", 0.688
"2017-En-40084","	Actualmente unfollowing cualquier cosa relacionando a disneyworld o Florida ! #holidayblues #Deprimiendo #wantogoback 😭 💔	","sadness", 0.750
"2017-En-40132","	@username no sé si a desesperación o agitar para un cull .	","sadness", 0.688
"2017-En-40496","	Marcos rojo los juegos para hombre unieron ! ! Justo dejado aquello se hunde en ! ! !	","sadness", 0.417
"2017-En-40292","	Miradas de naturaleza mucho más verdes en gloomy dayz	","sadness", 0.562
"2017-En-40921","	@username * Baal dashed delantero, aumentó adelante por su poder de vuelo. Su espada señalada en Void, significado para parar justo corto de su--	","sadness", 0.375
"2017-En-41480","	 realmente necesite a pout todo el tiempo - subiendo mis nervios #GBBO	","sadness", 0.553
"2017-En-40947","	el sueño muestra qué cisco num-num pdf melancholy : aHid	","sadness", 0.262
"2017-En-40151","	 soy slugging vitamina D píldoras por el handful, gusta  eran m&amp;ms. Cuándo  esto fin de invierno eterno?! #Melbourne #Siniestro #overit	","sadness", 0.675
"2017-En-40358","	#Terencecutcher #Tulsa el hombre onthe el helicóptero dijo que parece un malo dude, aquello es el problema, cuándo ven negros ven malos,	","sadness", 0.521
"2017-En-40909","	Im habiendo una vida real conundrum cuz i cant encontrar un sitio bueno para mi mini hoop y su realmente empezando para deprimirme	","sadness", 0.542
"2017-En-41183","	@username soy #loco que mi hermano es #triste ! Siente mejor bub !	","sadness", 0.583
"2017-En-40997","	 Miro en algunos de los jugadores medianos que juego en el min y pino Nani, Rafael , RVP ,	","sadness", 0.229
"2017-En-40377","	@username Tío de cambio del nombre Remus Lewis #foh #theydontlikeyoueither #perdido #unwoke	","sadness", 0.500
"2017-En-40225","	@username @username @username @username Tomar numk fuera de él los números encima enloquecen es abajo y ha caído y las personas son infelices	","sadness", 0.604
"2017-En-40144","	@username ew omg aquello es tan siniestro	","sadness", 0.688
"2017-En-41509","	... Huh . Quizás ... Porque  somos ambos tan dreary,  marchamos bien?	","sadness", 0.542
"2017-En-40726","	hay no lado oscuro en la luna . De hecho,  es todo oscuro.'\nGerry O'Driscoll Al final de 'El lado Oscuro de la Luna'	","sadness", 0.229
"2017-En-40135","	MI COCHE ES ABOLLADO DEL GRANIZO triste	","sadness", 0.688
"2017-En-40700","	@username  me quedé en un hotel que comidas de picnic empaquetado para apechugar con la carretera ! ! #BetterTogether @username @username @username	","sadness", 0.271
"2017-En-41204","	Drinkin me Algunos el vino rojo que & escucha a algunos fred mcdowell jugando el #blues . No juegue ningún #rocknroll . Ruido fantástico #justsaying	","sadness", 0.292
"2017-En-41334","	@username Yeah no lo lloraré pero soy feliz  lo monté la última vez  visité .	","sadness", 0.333
"2017-En-41451","	Sí  estoy cogiendo palos y piñas en mi patio de frente	","sadness", 0.167
"2017-En-41066","	  sabes cuánto  hace daño para verte el amigo mejor triste ?	","sadness", 0.720
"2017-En-41347","	@username @username Próximo a desesperación, brillos de esperanza incluso más brillantes (me consigo Mate)	","sadness", 0.375
"2017-En-40551","	Gusta, 'loon ático'. Afortunadamente él deprisa hundido en aquel sea la pronunciación incorrecta, pero todavía no podría parar diciéndolo. Justo enganche.	","sadness", 0.375
"2017-En-41421","	@username @username LOL Este día es demasiado gloomy para ser personas, tendría que haber cancelado y quedado en empotrar	","sadness", 0.646
"2017-En-41134","	Cómo un papá sentiría saber su hija está consiguiendo dashed alrededor para whines en el rave 😭	","sadness", 0.583
"2017-En-41027","	pienso aprender clásico o antiguo japonés me podría ayudar me conseguir permanentemente fuera de depresión . A veces adolezco los feministas	","sadness", 0.708
"2017-En-41495","	repentinos se tendrían que preguntar, por qué son tan infelices, y por qué  carecen de amor en sus vidas. Es b/c  están luchando un juego de perder?	","sadness", 0.458
"2017-En-40140","	 Olvidé mi cabello straightner casa, estoy sintiendo perdido sin él... #Perdido #lostWithoutMyHairStraightener	","sadness", 0.688
"2017-En-40612","	No bastante seguro cómo Craig Gordon está quedado en el parque allí ! !	","sadness", 0.333
"2017-En-41417","	Verdaderamente siento gustar la ciencia tiene la habilidad de hacer una leche fuera de cualquier cosa ... cashew Leche, leche de cáñamo, leche de fruto seco del pino, leche de diente de león	","sadness", 0.271
"2017-En-40490","	Higginbotham  flippant despido de cualesquier preocupaciones alrededor de Carrick  la carencia de paso es dismal . Contra centrocampistas ágiles Carrick será expuesto	","sadness", 0.417
"2017-En-40087","	Así que Mary Berry, Mel y Demanda ha ido con sus principios, y @PaulHollywood  ha ido con la fama y fortuna. #GBBO  #Deprimiendo	","sadness", 0.750
"2017-En-41406","	@username mucha #tristeza y #heartbreak	","sadness", 0.750
"2017-En-20634","	@username Quizás es por eso que,  estamos preguntar para estudiar duro y conseguir un trabajo que nos gusta. Aquella manera no sea que terrible.	","sadness", 0.458
"2017-En-41135","	tim burton Nunca falla para deprimirme	","sadness", 0.562
"2017-En-40460","	es oscuro	","sadness", 0.438
"2017-En-40861","	Mi num hijos de adolescentes justo dejados en el automovilísticos de conseguir cortes de pelo .  Estoy rogando arriba de una tormenta que  lo hacen en casa sin incidentes ! ! #TerenceCrutcher	","sadness", 0.458
"2017-En-40829","	Folk Banda ' Cardo Abajo ' será reemplazado por ' El Cuarteto de Edwards del Paul ' en Parque de Banco del Laurel Sentó num numam - numpm debido a jazz de salud #enferma #blues	","sadness", 0.417
"2017-En-41435","	Históricamente japonés siempre ha sido a #jazz y #blues . El nums edad oscura de jazz a nombres grandes les gusta C . C . & M . D . Sobrevivía encima Tokyo .	","sadness", 0.375
"2017-En-40149","	Si me encuentro perdido,   te quedas como passerby o   consigues perdido conmigo? #musings #melancholy	","sadness", 0.680
"2017-En-40792","	Dando al triunfo pone un más húmedo en un muy apasionante @username estación . Mirada realmente mala, Ricketts familia.	","sadness", 0.438
"2017-En-40293","	@username Felicitaciones ! Mi casa superior-poseyendo consejo : prueba no para mirar en vuestra hipoteca equilibra demasiado a menudo . La lentitud te deprimirá .	","sadness", 0.562
"2017-En-40565","	@username  esto ser aireado en radiofónico o filmó ? Muchos seguidores sobre el pond también ! #wales #Perdió	","sadness", 0.354
"2017-En-40415","	@username soy seguro NUNCA experimentarán nuestros éxitos de último numyrs . Más  pueden esperar para es para ser otro Bournemouth	","sadness", 0.458
"2017-En-40992","	@username el bantz es absolutamente superior entalla, inconsolable era cuándo yo realizó	","sadness", 0.616
"2017-En-40543","	Floofel . i Maravilla si vuestra madre sabe qué oscura vuestro humor puede ser.Necesidades de realizar cuánto de una Manzana de culata es . Pastels Y gatos.cutie Pastel .	","sadness", 0.375
"2017-En-40918","	El pino colada starburst malo .  No @ me	","sadness", 0.362
"2017-En-41285","	Líneas de no Deja tomarme a un sitio de fuerza definitiva cuándo  empiezo para sentir cansado . 💪 🏾	","sadness", 0.479
"2017-En-41108","	i Soy le deprimido i l odio yo xDDdD #triste #deprime #loner #emo	","sadness", 0.979
"2017-En-40613","	@username  soy num los días serenos no lo quiere arruinar	","sadness", 0.333
"2017-En-40638","	Ya plotting pasos próximos si  consigo cortado fuera por el mismo minivan en mañana  gota-fuera de línea . #preschoolpolitics #momthings	","sadness", 0.312
"2017-En-40234","	La concienciación de tiempo es concienciación del tiempo perdió . #Tiempo #de concienciación #perdido	","sadness", 0.604
"2017-En-40877","	Lo que una noche siniestra #GetTheFireLit 🔥	","sadness", 0.667
"2017-En-40573","	Por qué es que nosotros rejoice en un nacimiento y apenar en un funeral ?  Es porque no somos la persona implicó . ― Mark Twain	","sadness", 0.354
"2017-En-41114","	David Gilmour  más grande compliment ? B . B . King le preguntó después de que una actuación si  nazca en Misisipi #pinkfloyd #theblues #davidgilmour #blues	","sadness", 0.233
"2017-En-40433","	@username 😂 😂 😂 . Seguro a medias estas estrellas consiguen juntas,rotura arriba,tiene asuntos,porno dejado vids resbalón fuera,lucha,ect etc todo a allí arriba índices. #Los latidos 😂	","sadness", 0.458
"2017-En-40694","	tristes es con exactitud todopoderosos con respetar a alto-calidad alto-hablante de frecuencia en re el extra desolate relacionando para despedir-ea : …	","sadness", 0.271
"2017-En-40054","	@username El tres R es deprimirme .	","sadness", 0.792
"2017-En-41266","	@username Justo cuándo  pensé este hombre asqueroso no se podría hundir cualquier más bajo-gusta Hillary él el suyo depravity del carácter tiene no inferior	","sadness", 0.667
"2017-En-41174","	@username Logrando fuera OTRA VEZ en esperar contactar sobre los asuntos técnicos  estoy teniendo . Vuestro CS severamente está careciendo de . #badkarma #Infeliz	","sadness", 0.543
"2017-En-41271","	TVGirl es gusta  soy realmente bastante y melancólico aproximadamente la vida y esto es por qué me odio	","sadness", 0.729
"2017-En-40881","	@username abril numth, 2010 para mí. Mantiene arriba del trabajo bueno!! #Sereno #más orgulloso	","sadness", 0.208
"2017-En-40766","	también quién tiene albor de amazona que gustaría ayudar una chica fuera de LOL #serio	","sadness", 0.167
"2017-En-40120","	dónde roto hearted los amantes lloran fuera su gloom	","sadness", 0.708
"2017-En-41404","	les noches frías, oscuras despacio están arrastrándose en 🌌	","sadness", 0.542
"2017-En-40362","	@username meden está arrugando la frente en tú con su cara no existente	","sadness", 0.521
"2017-En-41341","	no Ha sido aquí un rato, sido mirando mucha televisión. Conclusión #whataloadoftat...Si no fui deprimido antes de que televisión de tarde es	","sadness", 0.667
"2017-En-22010","	@username día terrible en trabajar n ahora im yendo para ser tarde para clase n im cubierto en pintura, n ahora i tiene que trabajar un cambio de noche también :/	","sadness", 0.729
"2017-En-40896","	Mis sobrinos n los primos son en ninguna parte tipos malos cercanos, pero podrían ser matados @ cualquier momento por un cop aquello pensó que eran bc de su color	","sadness", 0.688
"2017-En-40749","	@username tomarme contigo ! ! JK . Tiene divertido, relaja, conseguir un masaje o dos y frío. No come los pepinos, más los sitios arrugan la frente en aquel.	","sadness", 0.206
"2017-En-22156","	@username  Miraré @username cuándo  abre en México en una semana . Gracias Para hacerlo y no es desalentado .	","sadness", 0.271
"2017-En-40313","	Qué hacer u apenar alguien quién legalmente no fue una persona todavía ?	","sadness", 0.542
"2017-En-40928","	Sobre num % de social compartiendo es oscuridad & sobre num % de tráfico de web proviene #darksocial . @username #LIFTSocial	","sadness", 0.479
"2017-En-40356","	@username i dunno,  estoy consiguiendo menos del spacious precioso autumnal melancholy de nuestro apocalipsis presente	","sadness", 0.521
"2017-En-40747","	@username @username naturalmente ! Esto es un feliz hentai, no un triste o gloomy un	","sadness", 0.208
"2017-En-40424","	Alcalde visita downtrodden parte o ciudad en valiente PR truco . Más en once .	","sadness", 0.458
"2017-En-41400","	 Sabes cuándo  eres justo ligeramente alto, el estado entre sereno y alto af? Aquello es bonito.  Deseo  podría sentir como aquel 24/7.	","sadness", 0.231
"2017-En-40133","	Puede yo justo sulk en paz 😂	","sadness", 0.688
"2017-En-41263","	el dios sabe por qué  querrías ir con una chica quién ha dormido con medio ya los compañeros #siniestros	","sadness", 0.479
"2017-En-22094","	Por qué  no cualquiera  sé penique de reloj terrible ? ☹ ️ ️	","sadness", 0.455
"2017-En-20410","	@username @username Haha ... Triste sobre el terrible puns ...  Necesito salir más ...  He sido cooped arriba últimamente ...	","sadness", 0.562
"2017-En-40763","	@username Asarles . Entonces risotto con salvia y frutos secos de pino	","sadness", 0.167
"2017-En-41448","	Joden yall @username para contratar que GOP PR tipo para desalentar Cam de speakinh su mente y corazón aproximadamente racismo	","sadness", 0.500
"2017-En-40261","	Algunos de estas personas en esta protesta son justo allí para la prisa de adrenalina . #Deprimiendo	","sadness", 0.583
"2017-En-41105","	@username @username todo tres de mi agin es en el pout .	","sadness", 0.500
"2017-En-40116","	@username Vuestro UX on-line está horrorizando ! Ningún claro salva botón, no siendo capaz de utilizar cualquier genérico TLD  #infeliz	","sadness", 0.708
"2017-En-41530","	@username ningún estirarle afew hace semanas, tristemente theres ningún audio de juego o el sonido afecta causa i jugado lo encima mi teléfono y tryed todo	","sadness", 0.479
"2017-En-40579","	@username @username yeah,  representaron que los ornamentos son manera más queridos que spektar y desolate marcha. Bien  pensaron bien.	","sadness", 0.354
"2017-En-40312","	@username Justo una vergüenza su mundo era gloom de día uno casi.Aunque  hace sentido  tenga la parte entera hydra,parte s.h.i.e.l.d(c)	","sadness", 0.542
"2017-En-41199","	Increíblemente impresionado y decepcionado con @username servicio de cliente . Realmente haciéndome rethink vuelo con ellos en el futuro . #Infeliz	","sadness", 0.831
"2017-En-40113","	Maldito gutted, disheartened &amp; así que cabreó.Ido de 1 del más duro la mayoría de resolute defensas al peores &amp; la mayoría de shambolic #SCFC #STOHUL	","sadness", 0.729
"2017-En-40525","	Kudos a TC para benching Bruce . No está ayudando el equipo, así que  monta pino.  Tenemos juegos para ganar. Discusión encima. #Mets	","sadness", 0.396
"2017-En-40078","	Si cualquiera me necesito  seré inundar mi blues en un mar de whiskey 🍻	","sadness", 0.750
"2017-En-40473","	Una hora jugada y @username ha concedido menos en jamón Del oeste que @username tiene en northampton . Dejado aquello se hunde en .	","sadness", 0.420
"2017-En-21150","	@username La pelota que mira & Rojo'd el encabezamiento era igualmente terrible ! !	","sadness", 0.583
"2017-En-41142","	FYI os No puede llorar o celebrar shawty lo causa no sois jugados su música desde num '	","sadness", 0.500
"2017-En-40852","	y para inconsolable Oxford academics - ' Bruselas justo tendría que ignorar el #Brexit voto y decir el Reino Unido no pueda dejar la UE ... Nunca ... wah '	","sadness", 0.521
"2017-En-41306","	gloomy Los días justo tendrían que ser para altos cuddles y películas	","sadness", 0.354
"2017-En-40139","	uau casi todo el T-las tiendas Móviles en San Diego son fuera de Notar num tristeza #de sustituciones I necesidad para conseguir la mina reemplazó	","sadness", 0.688
"2017-En-40264","	Complacer oso conmigo, no soy Twitter savvy😝 en vida real soy una persona de Facebook. Me ayudo seguidores de beneficio 🤓#bloguean #selfhelp #depresión	","sadness", 0.583
"2017-En-40347","	@username - - sacando sus sentimientos en Kei injustamente . Sus labios forman un arrugar la frente tan  intenta andar fuera .	","sadness", 0.521
"2017-En-40027","	Cuándo  has num doe corrido el lado opuesto de ti 🙁 #depresión	","sadness", 0.854
"2017-En-40767","	 añadí Paul Walker en Xbox pero justo gasta todo de su tiempo en el dashboard . #El humor #gracioso	","sadness", 0.167
"2017-En-41513","	A veces la red de soporte está causando el daño . \ n \ n #El soporte #Averió #sólo #cansado #perdió #hecho daño #nojustice #depresión #surivivor #NoMore	","sadness", 0.854
"2017-En-41090","	no consigue demasiado cercano es interior oscuro 🌫 🌊	","sadness", 0.438
"2017-En-40905","	@username  estoy arrugando la frente en ti intensely hasta que  miras memorias plásticas .	","sadness", 0.438
"2017-En-41424","	@username @username Otro cliente infeliz . #secreteyes	","sadness", 0.646
"2017-En-40658","	#AskAMan Pero esto no suena como un #asunto serio, causa siyahleka el tiempo entero, justo teniendo divertido	","sadness", 0.292
"2017-En-41475","	Cuánto tiempo   me lloramos ?	","sadness", 0.604
"2017-En-40158","	Haciendo que transición anual de universidad entusiasmada y esperanzadora returner a enfermo y agotó pessimist . #Universitario	","sadness", 0.667
"2017-En-40366","	@username  soy inconsolable en este GIF en contexto	","sadness", 0.509
"2017-En-41283","	@username especie cf . Don Jr . Bolos / de refugiados.Sabe le gustan sus bocados,pero incluso @gop arruga la frente encima hablando aproximadamente comiendo humanos #lizardscum	","sadness", 0.460
"2017-En-40012","	Después de num idk por qué  empiezo sentir así que deprime, triste y solitario.	","sadness", 0.896
"2017-En-40341","	Un ticket de manera al blues .	","sadness", 0.521
"2017-En-40587","	@username  Encontré el primeros pocos episodios de Bojack increíblemente graciosos . Entonces  consiga menos gracioso pero  me quedé para la #obra	","sadness", 0.354
"2017-En-40930","	@username szn num > > > szn num > > > szn num . Justo para advertirte . No deja szn num desalentarte .	","sadness", 0.333
"2017-En-41182","	@username @username La mayoría de seguidores de Triunfo ha no pista sobre el significado de las palabras  utilizaron justo gustarle #nevertrump	","sadness", 0.542
"2017-En-21978","	El horribles puns para el día ha sido hecho .  Regresaré a mi jaula en una esquina oscura por yo mientras llorando & riendo hysterical ahora .	","sadness", 0.458
"2017-En-40724","	En todo caso  soy en un coche con unos hombres blancos furiosos y yo tienen una historia realmente graciosa para decir cuándo soy sereno 😂	","sadness", 0.229
"2017-En-41198","	Bojack Horseman : el espectáculo más triste nunca escrito ? ? #Depresión #seasonnum	","sadness", 0.729
"2017-En-41115","	@username da las gracias por jugar Crock el tarro que Va #blog #radiofónico #blues #música #indiemusic	","sadness", 0.146
"2017-En-40192","	Este tiempo me conseguí jodió arriba . Te gustas tampoco ser soleado y caliente o gloomy y frío . No en entre .	","sadness", 0.646
"2017-En-40697","	Las vueltas récord Idiotas americanas doce hoy  cambie mi preppy corazón escolar medio a un desolate punk desierto de rock soy para siempre agradecido	","sadness", 0.271
"2017-En-40346","	Acabó escribir mi segundo libro esta noche . #somber #Triste #youpromised #havemercy #escritor #de autor #needpublisher #beingedited #workingonsidebook	","sadness", 0.521
"2017-En-41340","	no Ha sido aquí un rato, sido mirando mucha televisión. Conclusión #whataloadoftat...Si no fui deprimido antes de que televisión de tarde es #siniestra	","sadness", 0.750
"2017-En-40769","	@username ha freshers blues encantaría a re  todo otra vez ... ha Bueno tshirt .. Voto para Pedro	","sadness", 0.167
"2017-En-41196","	El fantasma de Stefano refleja en la indignidad siniestra de ser asesinado por corrupto cops en faux amor . #Días	","sadness", 0.562
"2017-En-40890","	Cuándo la chica de surfista e i no habla la misma lengua anymore .. #justsaying #Tristeza	","sadness", 0.667
"2017-En-40892","	@username @username no le deja desalentarte Z ! Aquello es uno de las ideas mejores todavía !	","sadness", 0.226
"2017-En-41218","	 Es siempre encima .. Hasta que soy ya no sereno ... Entonces  siente gusta I wana inicio sobre #UL	","sadness", 0.625
"2017-En-40782","	Justo puesto el invierno duvet en ☃ ️ ❄ ️ 🌬 ☔ ️	","sadness", 0.104
"2017-En-40745","	@username #Agradecido para #premio #novel #promo #RT - #Bendiciones DeWayne Hyatt #Hippie a quién le encanta para moler en el #blues #Florida	","sadness", 0.208
"2017-En-41445","	@username Hola !  Odiamos que eres infeliz vuestra factura mantiene remontar ! Qué características únicas   quieres con vuestro plan ? ^ ROBERTS	","sadness", 0.354
"2017-En-40903","	 no nunca crece cansado haciendo bueno ...  No justo ver los titulares ; mirada en las líneas de tendencia para esperanza . ' @username #CGInum	","sadness", 0.375
"2017-En-40509","	La vida es demasiado corta de ser arrugando la frente para tan	","sadness", 0.396
"2017-En-41247","	largo oh, btw - después de que una 6 depresión de mes-tiempo libre  conseguía un relapse ahora... Arrendajo #de depresión	","sadness", 0.917
"2017-En-40621","	magnífica Z y Brad Pitt engañó .. Bey Angie quedada dejó #cheaters #pares #de sexo #de lujuria #de amor #divorcio #de matrimonio #de fecha #de relaciones	","sadness", 0.320
"2017-En-41163","	 quiero verter todas mis lágrimas encima alguien correcto ahora . Tan cansado de este #trastornado #triste	","sadness", 0.958
"2017-En-40761","	blues barra	","sadness", 0.188
"2017-En-40552","	 soy a ti, @Sargon_de_Akkad,  te sabes en secreto pino para un orden masculino, moralidad objetiva, y disciplinado transcendent búsquedas.	","sadness", 0.375
"2017-En-40239","	Theyve Sustituido el capote para una placa y pistola . ' La opinión pública es acusación de Charlotte policía . #Oscuro #sadtimes #america #carrera	","sadness", 0.604
"2017-En-41499","	 estoy preocupado que sienta segura . #Infeliz	","sadness", 0.854
"2017-En-40383","	num:num Mientras  sea en su atenuar y durmiendo hora,\nA tripulación de remiendos, groseros mechanicals,\n#AMNDBots	","sadness", 0.500
"2017-En-41210","	@username #deprimiendo  es tan freaking cercano !	","sadness", 0.679
"2017-En-40125","	 Conseguí diagnosticado con severo-la depresión extrema y yo no supieron había una diferencia entre aquellos dos lol	","sadness", 0.708
"2017-En-41505","	Este enteros #VanRE + la extradición podría convertir en la caja de una Pandora . JT Tiene ninguna idea sobre aquel murky corrupto guanxi en China ; Sapo vs Dada ;-)	","sadness", 0.396
"2017-En-40006","	tristeza Extrema	","sadness", 0.917
"2017-En-21534","	#PeopleLikeMeBecause de alguna razón desconocida pero yo intentan desalentarlo	","sadness", 0.278
"2017-En-20082","	r U asustado para presentar delante de la clase ? Ansiedad severa ... whats Que r u triste a veces ? ? Va consigue ur la depresión comprobó IMEDIATELY ! ! !	","sadness", 0.646
"2017-En-40131","	@username  Soy distraught ! 😭 Candice y su pout puede cabrear	","sadness", 0.688
"2017-En-40959","	@username @username A pesar de que no espero un trumpie para entender la diferencia entre cosas reales y pretender cosas .	","sadness", 0.375
"2017-En-40564","	@username Hakyeon Toma toda la atención afortunadamente, perching en Wonshik  hombro a sulk cuándo Jaehwan accidentalmente causó una explosión minúscula	","sadness", 0.354
"2017-En-40589","	@username @username fruto seco de pino ... Chestnut ... Cacahuete ... Espera ... Película incorrecta	","sadness", 0.351
"2017-En-40838","	@username fuera de Rory inicios . Qué  vuestro B el grupo parece w / o le ? Hideki Y Walker, y echar Reed o Knox en el pino?	","sadness", 0.343
"2017-En-40832","	@username @username Incluido para tristeza #máxima	","sadness", 0.625
"2017-En-41151","	 tememos no la verdad, incluso si lo ser gloomy, pero su counterfeit.- Berl Katznelson	","sadness", 0.500
"2017-En-40471","	El señor ME HAGO Un INSTRUMENTO DE VUESTRA PAZ — Donde hay odio, dejado me amor de cerda — Donde hay daño, perdón — Donde hay desesperación, esperanza	","sadness", 0.427
"2017-En-40652","	@username — Hermione en una clase de gracias antes de corredero su plato propio fuera de él antes de arrugar la frente en Ron cuando  continúe a —	","sadness", 0.306
"2017-En-40381","	@username depresión de serie del Correo puede ser bastante mala, pero  mejore,  aposté alguien elegirá el novel pronto en el del oeste.	","sadness", 0.500
"2017-En-40175","	Es manera demasiado duro no para conseguir desalentado .	","sadness", 0.667
"2017-En-40491","	Vuelo num chocado en La Isla Perdida num #perdió @username	","sadness", 0.417
"2017-En-40760","	soy tan orgulloso  entiende esto,  muestra amor, pensado y la compasión    y él no es hechos en un clouded manera..	","sadness", 0.188
"2017-En-21925","	@username @username Como histórico evangelical, I maravilla si el Donatists tuvo un punto? Qué clero terrible en mi fmr. Círculos.	","sadness", 0.542
"2017-En-20000","	 Siento gusta  estoy inundando . #Ansiedad #de depresión #falure #worthless	","sadness", 1.000
"2017-En-41086","	Meghan está enseñando el blues en teclado fundamentals II y todo estos clásico majors es como WTF ? !	","sadness", 0.250
"2017-En-40335","	@username xDD Es una canción que no puede ser cansado ( ? )	","sadness", 0.542
"2017-En-40811","	SOBRIETY ® Intentando hacer siendo sereno de moda … . Puede lo ser hecho ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #Sereno	","sadness", 0.333
"2017-En-40711","	BLUES con BOB HADDRELL & Huéspedes \ nFri numrd Sep num: numpm - num:num pm #blues #libre #TunbridgeWells	","sadness", 0.250
"2017-En-41221","	@username  conseguía un super speeder y perdió mi licencia para num meses ! 😩 🔫	","sadness", 0.583
