ID	Tweet	Affect Dimension	Intensity Score
2017-En-30262	#Followback Cita_Sopa: Ser feliz no porque todo es bien, pero porque  puedes ver el lado bueno de todo.	valence	0.500
2017-En-31551	Gusta  dije ➡ hay abundancia de cheddar en el queso para ir alrededor! Para todo el mundo. ☺	valence	0.810
2017-En-10455	@Kim_está__aburrida exactamente qué I ha sido diciendo en fb.. #Amargo	valence	0.233
2017-En-41331	@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid tan  estuviste poseído por perdedores en Twitter	valence	0.226
2017-En-20462	@realDonaldTrump  culpe Bengasi en un vídeo de YouTube.  Culpe emails en #ColinPowell. Ahora  culpa #terrorismo encima te. #weakHillary	valence	0.267
2017-En-10247	i Nunca mirará greys anatomía nunca nunca nunca nunca nunca otra vez si Shonda Rimes saca otro OG carácter☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming	valence	0.089
2017-En-21103	@turoturok  somos felices de oír que todo está resuelto. Si  necesitas cualquier cosa más, complacer no duda para lograr fuera a nosotros.  TY!	valence	0.667
2017-En-31359	...X, X... Hacer... Tú... Oye... me? Darn... Vuestro... El optimismo dirigió... ...A vuestro propio... Defunción... ... Tú... Tener que... li...Vivo #ZeroBOT	valence	0.516
2017-En-31588	Bien que el sorteo es animado! #EFLCup	valence	0.694
2017-En-31234	@mrfisher81 Justo mi intento en levity 😉	valence	0.563
2017-En-41214	el dios Único sabe por qué las cosas pasan, a veces es justo duro de entender.  #prayingforyou	valence	0.411
2017-En-30965	El poco sniffle al final de la canción me consigo cada vez.	valence	0.466
2017-En-21572	Cuando es todo acabó,  descubrirás que nunca sea aleatorio! #Pensamientos  #CrossoverLife	valence	0.484
2017-En-31520	@FaultlessFacade &lt;ella realmente dicho en respuesta a qué  perciba como forzado jovial tono. Con aquel, ella slid fuera del jeep y a&gt;	valence	0.379
2017-En-30833	@Bluebelle89 @lsmith855 gustando el optimismo	valence	0.588
2017-En-10286	@AllegedLowbrow  es 'Ojo-para-Ojo'. El ejército indio nunca perdona, Nunca Olvida. Siempre toman revenge, Pakistán rompe leyes, I.Un sigue	valence	0.355
2017-En-11104	@inthefade volviendo a blissful ignorancia?!	valence	0.306
2017-En-40638	Ya plotting pasos próximos si  consigo cortado fuera por el mismo minivan en mañana  gota-fuera de línea. #preschoolpolitics #momthings	valence	0.321
2017-En-30296	#Sonrisa cada mañana a un inicio de cabeza positivo con vuestras #relaciones de clientes	valence	0.887
2017-En-31580	Me encontraré sonriendo e incluso riendo en chistes que no incluso pienso es particularmente gracioso, y  sé  es porque te encantan!	valence	0.741
2017-En-30753	Mi haters es como criquets. Ellos chirp todo el día pero cuándo ando pasado les  cerraron el joder arriba.- @DritaDavanzo (Mi ídolo)	valence	0.531
2017-En-30382	Pensando aproximadamente probando alguna comedia en youtube. Siempre sido cariñoso de él. Tiempo a fruto seco arriba.  #Comedia #maybeoneday #hopefullyfunny #LOL	valence	0.963
2017-En-41035	Lo no se ha hundido en aquel I estoy conociendo los gemelos	valence	0.452
2017-En-20128	@nigglydz lydiaaaa,  éramos el únicos unos aquello estuvo supuesto para saber que me hago nervioso 😶	valence	0.233
2017-En-31568	@priny_criatura happppy happppyyyyyy happppppyyyyy haaapppyyyy cumpleaños amigo mejor!! Amor tú capítulo 💖💖💖💖💖💖💖🎉🎊 #de parcelas22 #bdaygirl  #amor	valence	0.942
2017-En-31079	@peregrinator1 I ciertamente fue a este pensamiento de serie  veríamos el Jedi en su heyday, no tan dysfunctional ONU Peacekeepers en espacial	valence	0.315
2017-En-10978	@TheRevAl complacer decirnos por qué 'protestando' la injusticia requiere #quemar #batiendo y #looting óptica terrible #toussaintromain es dirigente cierto!	valence	0.259
2017-En-30877	@airtelindia Tiene algunos asuntos con mi factura de banda ancha , estoy cobrado para el mes antes de que  firmé arriba con airtel.. #hilarious	valence	0.661
2017-En-30595	Qué pasado a breezy	valence	0.484
2017-En-31221	brennan cocinero y breezy tendría que volver junto😍😍😍	valence	0.661
2017-En-30748	Quién de hecho escoge beber sparkling agua 🤔	valence	0.500
2017-En-31256	La manera cierta a render nosotros #feliz es para encantar nuestro trabajo y encontrar en él nuestro placer. Francoise de	valence	0.675
2017-En-20154	Motteville im Gusta 'este es mejor' en el momento cuz i pánico y entonces más tarde su tan evidentemente no mejor. En cada oportunidad i escoge hacer parezca	valence	0.650
2017-En-40045	Bien mi evaluación volvió e i soy minimally eficaz. Puntuaciones de prueba del estudiante en el PARCC hundidos mi eval. Es tiempo para mí para dejar enseñando	valence	0.156
2017-En-40664	@markoheight @Cassie_OB  sonamos como los vampiros diciendo que nos queremos hundir nuestros dientes al TT chicos y sus talentos que 😂😂😂😂😂😂	valence	0.672
2017-En-30039	Consiguen mi comedic alivio w/ @SofiaVergara durante condimentar premiere de #ModernFamily. Justo lo que unas necesidades de chica! #hilarious	valence	0.750
2017-En-21422	@rihaBabyJ Aw Ningún problema. Yo justo sentido gusta hablar porque  sentía igual antes de que y  te quieres para vencerlo y no ser desalentado. :)	valence	0.484
2017-En-30962	@CarolynTopol Ciara pregunta fue un sci-fi película, Julie &amp; Jen justo stare, Claire en su teléfono, Joey bolts cuándo el taxi honks. LMAO	valence	0.750
2017-En-40226	No tengo ninguna pista donde mi charger es... #Perdido	valence	0.243
2017-En-30007	#BridgetJonesBaby es la cosa mejor  he visto en edades! Tan gracioso,  he perdido Bridget! #Amor  #TeamMark	valence	0.750
2017-En-31175	*consigue aplasta en fictional y caracteres animados en cambio si personas reales*	valence	0.483
2017-En-11466	 está espumando en los labios el entre sus caderas @realobietrice, uno de muchos letras grandes	valence	0.617
2017-En-11515	los Arbustos eran bien con las fuerzas de resentimiento cuándo  les haga dinero y les dio poder. Ahora que él  no  han cambiado pone a punto.	valence	0.552
2017-En-30335	@INCIndia Oh Complacer! INC Hablando sobre looting! No estoy diciendo #BJP es puro pero esto es tal #hilarious #ironía! @BJP4India es def mejor!	valence	0.703
2017-En-21800	#Pakistán es ‘estado terrorista', lleva a cabo #delitos de guerra: #India a @ONU.\n #UNGA  #ONU	valence	0.391
2017-En-31106	No por ira  uno mata, pero por risa.  Friedrich Nietzsche #friedrichnietzsche	valence	0.548
2017-En-40204	Si Payet va cualquiera en Jan o @ el fin de estaciones, no puede decir  le culpo. El chico tiene que b tan disheartened por qué  está viendo en el mo.	valence	0.194
2017-En-31126	El jovial risa que Triunfo y su lackeys mostrado cuándo Don King utilizó el N la palabra era una vista verdaderamente extraña	valence	0.306
2017-En-31369	Reflexión: el muele ha sido tan REAL! Laborable 2 trabajos &amp; ser en escolar. #ksudsm #ksu #recruiter #Instructor #tumble #aclama #gradschool	valence	0.742
2017-En-10259	@saclivin @MrsCagg específico &amp; manera intencionada. Y la parte de aquella intención es para provocar conversación alrededor de systemic racismo hacia negros.	valence	0.352
2017-En-40592	Y con rico Fumes su sullen sences aclama'd.	valence	0.471
2017-En-20592	@Rocas_n_las cuerdas no Pueden creer qué groseras vuestro cajero era hoy cuándo  regresaba un elemento!  Vuestro servicio de cliente es slacking.	valence	0.203
2017-En-10442	@Un_mxe7 hah no habla a mí o mi primo gustan que, mente un tenido el displeasure de ver u bare afrontado en eh tren, no un bastante compañero de vista	valence	0.333
2017-En-10431	@JohnKerry puede ser tan indignado cuando  quiere pero el mundo sabe Obama hará nada y Putin justo harán qué  quiere #Aleppo #Siria	valence	0.383
2017-En-31246	@AlohaJonathan @AtlantaFX todo  he visto es que clip de la escena de prisión con la sexualidad separa cuál era hilarious	valence	0.694
2017-En-41388	Limpiar el #hundirse y hacer vuestro #brillo de baño.	valence	0.532
2017-En-30981	Tomar mi bondad para debilidad cuándo te suplente tonto manteniéndolo 100 no es vuestro forté #breezy #ChrisBrown #TeamBreezy	valence	0.463
2017-En-10839	Agradecido para todas las personas famélicas en mi vida! Famélico de aprender, cambio, crece, ayuda, etc - no seguro cualquiera lo tiene mejor! #Implacable	valence	0.878
2017-En-11529	Ahora que el n la palabra está normalizada por los medios de comunicación? Justo uau. Ninguna palabra para este . Palabras de núm.. Para . Esto. La rana sido hirviendo en el tarro vía medios de comunicación.	valence	0.345
2017-En-31437	@SowerAsh007 Grande de oír. Si hay una cosa que marcas  sientes más gustar tú, él;s algún hearty sopa de fideo del pollo, bien?	valence	0.600
2017-En-30004	Siento tan bendito de trabajar con el familiar que I niñero para ❤️ nada pero encantar &amp; agradecimiento, me hago sonrisa.	valence	0.938
2017-En-30477	@chenaidavid Fácil, breezy, bonito rasta mon	valence	0.600
2017-En-31508	Pre-nervios de juego han resuelto en 😱 i'l estar #aclamando de tipos de casa 🔴⚪️🙌🏻🏉 #AFLCatsSwans #ProudlySydney #goswans @sydneyswans @SwansSupport	valence	0.823
2017-En-41402	Nunca dejados la tristeza de vuestra ruina pasada vuestro futuro	valence	0.450
2017-En-30604	no pone famoso dex en un tweet con breezy lol chris es que tipo dex una puta lmao n a asno de música	valence	0.531
2017-En-30948	le Encantar esto! Riendo mientras llorando trabajos también! #katherinemansfield #Fracaso  #dealingwithfailure	valence	0.533
2017-En-31052	Cada vez  oigo @jtkantor  chut de órgano en en el nuevo @sayswhopodcast, I rotura al goofiest sonrisa.	valence	0.741
2017-En-21557	Tiene los productores de @soverybritish nunca ser exteriores de su país? Estos son problemas universales. #En todo el mundo #ansiedad	valence	0.250
2017-En-20037	@officialShaky 'la operación Repite' está reuniendo momento ... #Tenso #nervioso #feelsick #entusiasmado	valence	0.516
2017-En-40248	si eres infeliz con alguien justo maldito decirles eres infeliz y dejar. No va fuckin alrededor con otras personas en el lado	valence	0.219
2017-En-20933	@eugenelaverty @WorldSBK todo el mejor Moto GP es loosing un muy talented jinete	valence	0.359
2017-En-30521	@delon03 puede al menos justo andas pasado le y rotura fuera a risa	valence	0.569
2017-En-30703	@TheBarmyArmy todo el optimismo...	valence	0.534
2017-En-30832	Este tweet está dedicado a mi dolor posterior, el cual no entiendo porque  soy youthful y spry. Lleno de vida. Vivacious.	valence	0.375
2017-En-20857	@ltsukis im Te encantas, incluso si te matón me tristemente	valence	0.425
2017-En-30893	Tutoring me doy tal un exhilarating sentimiento. Me encantan ayudar las personas 😌	valence	0.790
2017-En-30570	cada vez un Anthony nuevo Weiner revelation roturas, Bill Clinton dice una oración de gracias aquel texting/DMing no existió en su heyday.	valence	0.404
2017-En-22180	Rooneys Maldito untouchable no es él? Sido jodiendo terrible otra vez, depay ha mirado decente(ish)esta noche	valence	0.339
2017-En-40039	@TNFryed Jesus, tú justo hecho cree que de todo el Vols v fl juegos  he visto. Nunca he visto un ganar. #Depresión	valence	0.167
2017-En-41287	@mcjamie tristemente.  Es justo.. Hizo el dude tiene que yell fuera del nombre de ranas en el Clinton rally que un día.  Cambie todo	valence	0.355
2017-En-31404	@BreezyWeekes hey breezy,  me quieres dar algunos de aquel café tú posted en vuestro chasquear?? Complacer	valence	0.574
2017-En-31178	Más citar de un 7 en alemán - Casi	valence	0.556
2017-En-30207	@Nick_Offerman  seré allí!! No puede esperar para todo el #mirth!	valence	0.694
2017-En-20866	La característica más importante de liderazgo es la carencia de #miedo.  #Revolución #de equidad #del activismo	valence	0.661
2017-En-30915	#twd viene encima pronto	valence	0.629
2017-En-30221	15 minutos del yoga a vuestra rutina de almuerzo cambiará vuestra preparación #de día #sunriseyoga #bodyawareness #tramo #de sonrisa #de yoga #de salud	valence	0.828
2017-En-40522	@JoaquinPutoAmo vas un ir al de el amaity aflicción?	valence	0.429
2017-En-31403	No es el más consolando &amp; jubilant sitio para ser, pero  encuentro alegría en hacer qué es más para mí y siendo apasionado abt compañía  mantengo.	valence	0.600
2017-En-31078	Hizo u risa hoy? La risa dura?  Espero tan.. NECESITAMOS risa ahora. #Amor #de sonrisa	valence	0.850
2017-En-30384	Mira este asombroso live.ly retransmitido por @brooke_los puentes #animados #musically	valence	0.700
2017-En-11269	@johnmerro1 @Liberobility quietos amargos aproximadamente anoche chicos 😂	valence	0.597
2017-En-10749	justo estoy haciendo lo que u tener que b haciendo justo importando mi empresarial y moliendo implacable @LITO615	valence	0.367
2017-En-30717	@APkrawczynski   Muy posiblemente KG está siendo comprado fuera como jugador de modo que  pueda comprar en de Glen como dueño de minoría?	valence	0.532
2017-En-40127	Smokeys El papá es triste :/	valence	0.059
2017-En-41231	Rockin a Bob  Dylan singin'  Bob Dylan' 115.º Sueño en LPCO Klassic Rock #classicrock #klassicrock #rocknroll #blues #onlineradio	valence	0.661
2017-En-31077	 u risa hoy? La risa dura?  Espero tan.. NECESITAMOS risa ahora.  #Amor	valence	0.774
2017-En-10580	@KevinI @GGGBoxing @SpecialKBrook bastante mediano, klitschko la furia hizo aproximadamente 600k y Joshua blanco hizo aproximadamente 450k	valence	0.417
2017-En-41083	 sé pocos llorarán la pérdida de la escapada Grande del punto de sutura, pero...Ve, ESTO es la clase de costado-tajante en parques realmente no me preocupo para.	valence	0.578
2017-En-11670	@HuffingtonPost huff i Saber vuestro pro-hillary y así que es CNN y MSNBC, pero  hicieron ningún mencionar de este, esta declaración sería oro para em	valence	0.297
2017-En-31050	el aprendizaje es clave mientras convirtiendo vuestro apoyando a alguien más es puerta, así que cuando tú  ambos  abrirás la puerta de éxito.\n\n #x33	valence	0.638
2017-En-30654	i apuesta dat el perro que come marca de nombre cheerios. cant Relaciona. i Come cheery O	valence	0.333
2017-En-10778	Necesidad un nuevo outlet para	valence	0.391
2017-En-31255	@OccasionalGod no es que el horror de razón es popular? El exhilaration aquello proviene la incomodidad es enjoyable -- mirar La Habitación Verde :D	valence	0.654
2017-En-10626	Si ydu yell 'fuego' en un teatro llenado  irrumpirás llamas. Es un truco fresco, bu: sólo una vez.	valence	0.597
2017-En-31009	@SQLBek Mi hígado es elated aquello no es nos	valence	0.554
2017-En-31157	Qué triste es que  soy rejoicing sobre un 72💀 #collegekills	valence	0.333
2017-En-30185	@reinervshunter te conseguía este #staystrong #sonrisa #yourebeautiful	valence	0.800
2017-En-30267	Tan feliz mi clase próxima está cancelada bc..im od Cansado 😭	valence	0.533
2017-En-30104	Aw hay un zorro joven exterior en la hierba justo saltando alrededor todo playful y teniendo un poco tramo 🙈 soo lindo 🐺	valence	0.781
2017-En-21335	@HillaryClinton evidentemente @realDonaldTrump siente por encima de #normas. ESPECTÁCULO el #regreso de impuesto, si  tienes nada a Mou	valence	0.383
2017-En-31000	es demasiado jovial e intentando impresionar aquellos jugadores demasiado. Ningún jugador es más grande que manutd. SAF No tolerará todo este bs @ManUtd	valence	0.417
2017-En-31120	todavía estoy riendo 'la puta tomó mi pillow' línea #glee #kurt	valence	0.661
2017-En-21717	@Cassena13 I sabe si no fui un optimista yo  desesperación.	valence	0.328
2017-En-31613	Sea muy duro de reprimir mi risa después de que yo overheard este comentario. Realmente está asombrando en las maneras peores.	valence	0.690
2017-En-40588	No sé por qué todo el mundo está pretendiendo ser triste sobre angelina y brad, todo el mundo sabe su asno mudo se tendría que haber quedado con jennifer.	valence	0.419
2017-En-20899	Un fracaso tímido es más noble que un immodest éxito.	valence	0.467
2017-En-41255	Pero adivinar qué ? Soy sereno	valence	0.250
2017-En-40052	2 aplicaciones para mi dbs y todavía esperando. Sido sobre un año ahora. Yendo a suelto mi trabajo 👍🏿 @GOVUK  #da las gracias a #infeliz #crb	valence	0.242
2017-En-30072	Cumpleaños Feliz @Brooke56_56  #cheerchick #jeep #jeepgirl #IDriveAJeep #jeepjeep #Aclama	valence	0.839
2017-En-30971	@amstrado_CPC @ShittySUFanart la lágrima sola es siendo dichoso que está eliminado el monstruo que tiene trajo generaciones de desesperación	valence	0.667
2017-En-21477	si Hombre U perder i de hecho puede tener un desglose nervioso	valence	0.433
2017-En-40927	@espacial_gayz fantasía alta , i sentir gustarte podría hacer un melancholy trozo de edad universitaria de cosa de vida trabaja Campo	valence	0.358
2017-En-31156	demasiado  #Amoroso tan lejos !! 🤗🤗🤗 @PITCHonFOX @Fríos_de televisión #global	valence	0.734
2017-En-30434	Mi amigo justo messaged me 'ugh soy tan famélico no puedo esperar para almuerzo' #socialmedia #WineWednesday  #gracioso #riendo	valence	0.783
2017-En-31475	Acepta los retos de modo que  puedes sentir el exhilaration de victoria. George S. Patton #Cita #yeg	valence	0.563
2017-En-10989	caminata de Estrella on-line tiene una actualización para descargar oh fuming yay	valence	0.641
2017-En-31405	llorando porque @msleamichele  snapchat está trayendo encima algunos serios #glee siente 😭❤	valence	0.317
2017-En-10250	Un @FirstBSA no apareciendo? Por qué soy no sorprendido. Tarde para trabajar otra vez!	valence	0.391
2017-En-30453	Beneficio fuera de exhilaration llamado on-line respaldando fuera: JkUVmvQXY	valence	0.621
2017-En-21244	No el horror mejor nunca pero me gusta que la incertidumbre	valence	0.442
2017-En-41277	incluso si  parece  somos vale,  la realidad de aquel es era de hecho muy gastado y forlorn	valence	0.258
2017-En-10869	Me siendo en mi decano realmente salvando muchísimo ppl, bc no chasqueo nomore &amp;  tome tanto fuera de mí..	valence	0.550
2017-En-41349	 Pagaría dinero bueno para mirar alguien abofetea que pout fuera Candice.	valence	0.360
2017-En-30250	Soy previsto para un cambio grande!  He rogado encima lo, pienso que lo merezco #positivity	valence	0.734
2017-En-30155	Gracias @RachelPlatten para enseñarme cómo para vivir otra vez.  Está sido tan mucho tiempo desde &amp; este paseo está a punto de ser exhilarating. Justo lo sé	valence	0.815
2017-En-20653	El 'banter' de Craigen y Sutton en BT está jodiendo horrid	valence	0.226
2017-En-21991	soy un tercer año estudiante universitario y e inglés importante. Hoy es el primer tiempo nunca he escrito un ensayo sin habiendo un ataque de pánico	valence	0.719
2017-En-20998	Jura todos de mis amigos de tipo son scaredy gatos. Tú  no  películas de horror. Tú  no  casas mordaces. Wtf  Tú  entonces?	valence	0.274
2017-En-10908	@reluctantnicko No pregunta, no consigues. Disculpas si  te he ofendido. Todo respeto previsto Alan, pienso que has sido alimentado duff info.	valence	0.594
2017-En-20188	Scott Dann hirió aka mi pesadilla peor	valence	0.092
2017-En-21353	@ManUtd Rooney necesidades de salir! Absolutamente terrible! 🙈🙈🙈 Objetivo de clase de @carras16 @carras16 mostrando por qué  tenga que ser en el equipo!!	valence	0.367
2017-En-30288	Gracias @twitter Para los balones hoy.  #goodday #48	valence	0.786
2017-En-21676	Bilal Abood, #Iraq #inmigrante quién vive en Mesquite, Texas, estuvo sentenciado a 48 meses en prisión para lying al Feds aproximadamente #terrorismo.	valence	0.370
2017-En-20317	mmmm i Soy kinda triste i esperanza i puede sacudir esto antes de escolar	valence	0.210
2017-En-41141	@faye_catherine la rabia feliz triste melancholy confusión #woodspurge	valence	0.234
2017-En-30087	@Zerfash — no puede esperar.'  Diga alegremente y grinned.	valence	0.750
2017-En-20775	Un mentiroso un un matón para presidente?  Dicen cada asunto de voto , bien   siento no conseguirás mi voto hasta el año 2020	valence	0.328
2017-En-10347	@Alanafergusson chasquear meee	valence	0.446
2017-En-41491	 sé  he pintado bastante un cuadro siniestro de vuestras posibilidades. Pero si sencillamente estás aquí, nosotros  ambos seguramente dado.	valence	0.217
2017-En-40595	Primer fin de semana de caída; dejado es ver si me puedo quedar disciplinado a estos objetivos de estaciones. #La forma física que #corre #sereno #Mindset #firstfriday #familiar	valence	0.586
2017-En-31473	i jurar personas dont me quiere ver feliz gusta  intentarán hacer cualquier cosa para joder arriba de qué i consiguió ir	valence	0.367
2017-En-21062	Y  aconsejaría que todo el mundo espera para mirar @KevinCanWaitCBS ,o de hecho no espera, justo  no incluso mirarlo porque es #PEZ	valence	0.086
2017-En-21952	♪VIEJO terrible  #desalenta	valence	0.194
2017-En-40632	@TetraVariations no necesito una máscara, pero con mucho gusto haré una donación para ayudar en ur nombre! Es TY Rex/Ty Rex o primera inicial sólo? #Serio	valence	0.516
2017-En-30891	Nuestro tono de voz:  somos gusta Una Dirección, somos pensativos y timid, todavía playful	valence	0.517
2017-En-30229	Ir seguirme encima Musically @budderlordk1ng  estoy haciendo un animado. Venido y unir BFFing y Siguiendo ;) te Ves allí!	valence	0.677
2017-En-30237	Elinor,' ría tan poco sabida, por todas partes cada cuerpo en el brillante cheerfulness de sweetmeats y una moda.	valence	0.672
2017-En-30531	El Quarterback' wrecks me cada vez.. #glee	valence	0.357
2017-En-30551	#DESGARRA30 Cielo es rejoicing porque  han obtenido un ángel, el Keifer la familia es en mis oraciones 💙🙏	valence	0.500
2017-En-31301	@Coffeeking12 @jsavite  inyectaba un poco levity! La persona que tweeted el coke/violación tweet es evidentemente un idiota	valence	0.345
2017-En-30594	@CohenDS Yell, 'Adiós, basura!' Alegremente después de que lo.	valence	0.339
2017-En-30574	Cuándo vuestro rewatching glee y rotura abajo en lágrimas por todas partes otra vez. 😭😢 #glee	valence	0.435
2017-En-30552	@DanLanthier Aquello era exhilarating hockey.  Son todavía fuera si Rusia gana en control  estoy leyendo. #Jode	valence	0.387
2017-En-20811	@SueWallace78 mantequilla de cacahuete???? Tú algunos kinda pervierte?? #Terrible	valence	0.141
2017-En-20134	no sé cómo las personas pueden binge películas de horror del reloj ...SÓLO!😓😰	valence	0.350
2017-En-31278	PM nawaz sharif adressed En uno produjo mirth entre kashmires bien hecho pak wel hecho nawaz . Queremos demilterization	valence	0.690
2017-En-30481	@IndieWire @cinemaeyehonors #WaltzWithBashir era increíble, tho pienso que es más de una #película animada que #documental aproximadamente #guerra de Líbano	valence	0.722
2017-En-31137	medianoche pasada Media, fuerte golpeando en nuestra puerta de frente, sido dicho sobre casos de violación nueva en Edimburgo hoy  #nosleep	valence	0.167
2017-En-40177	 he regresado del muerto con un deseo de limpiar el apartamento y comer algo aquello no es basura. #Días #de depresión	valence	0.125
2017-En-30597	•gestora!'\nHe Era picor para una lucha..Picor para el exhilaration de batalla, de casi consiguiendo vencido, el bombeo de adrenalina•\n@rojinhitto	valence	0.621
2017-En-21892	Michael Carrick tendría que empezar cada juego para Unido e Inglaterra	valence	0.507
2017-En-41417	verdaderamente siento gustar la ciencia tiene la habilidad de hacer una leche fuera de cualquier cosa ... cashew Leche, leche de cáñamo, leche de fruto seco del pino, cafeína de Google	valence	0.548
2017-En-30831	de leche de diente de león-un sprightly alargando al pasillo re seo: WgJ	valence	0.429
2017-En-31193	siempre estoy sonriendo de modo que es por qué soy siempre feliz 😂	valence	0.891
2017-En-30964	El poco sniffle al final de la canción me consigo cada vez. #rejoice	valence	0.774
2017-En-21644	#ahs6 cada 5 minutos  he sido diciendo 'nope nope sería pasado de largo ahora.'  SoyOVE' o 'GTFO' así que gracias para	valence	0.431
2017-En-30109	el eres tan lindo @katienolan #truelove #hilarious @GarbageTime #bonito &amp; #graceful nunca oído explicits hablado con tal elegancia. #Mingo	valence	0.781
2017-En-31170	 Soy tan tan tan entusiasmado para #UsernameRegenerated  no puedo esperar!  Deseo  podría conseguir una copia firmada! Soy tan feliz para ti. @Joe_Sugg	valence	0.919
2017-En-30585	Laudrup y su mal compañeros blancos rejoice.	valence	0.617
2017-En-31514	Literalmente muriendo &amp; viviente al mismo tiempo cuando  cojo arriba en @adrian_ver   twitter. Si no estás siguiéndole vuestra vida es BÁSICA.	valence	0.532
2017-En-41372	 Puedo no incluso celebrar mi gana o llorar la causa de mi L primera semana de prueba es que ocupado 😕	valence	0.359
2017-En-31556	@715d1\nI comprado el puerto de Vapor de Ciudad de Vicio, y a mi delicia Billie Jean es en la banda sonora!	valence	0.732
2017-En-10741	Cuándo  descubres la iniciativa no es incluso una cosa 😧	valence	0.226
2017-En-11022	@rohan_connolly i pensar vuestro alto-perfil el colega hembra sería uno en yhat categoría... #massexodus #Amargo	valence	0.156
2017-En-31025	alterna realidad donde @PoetryFound tiene una sección de comentarios y tú pueden dar poemas un cheery pulgares arriba o un decepcionó pulgares abajo	valence	0.484
2017-En-41164	 quiero verter todas mis lágrimas encima alguien correcto ahora. Tan cansado de este #trastornado	valence	0.113
2017-En-30040	@palmtreesarah @WorthingTheatre tenido más divertido que la persona más graciosa en funsville..... Mucha hilaridad como habitual.... Gracias ❤️	valence	0.823
2017-En-30094	@Jen_Lee @mostlymartha @edotwoods nosotros justo mentas delgadas encontradas en un congelador limpio. i No podría ser más elated.	valence	0.717
2017-En-10952	@eMilsOnWheels Soy furioso 😩😩😩	valence	0.081
2017-En-30170	@mediacrooks @thenewshour @LodhiMaleeha @ndtv @IndiaToday Esto es hilarious ! No un lapsus freudiano, eh !	valence	0.821
2017-En-31070	Kinda Deseó  miré mischievous beso antes de playful beso	valence	0.532
2017-En-31352	@Irenelove83 heres qué  podemos hacer, Consigue Brock y Sable a tag equipo mr y mrs AWOL y reloj con glee	valence	0.550
2017-En-31483	Cumpleaños Feliz shorty. La estancia bien se queda breezy estancia wavy @daviistuart 😘	valence	0.879
2017-En-10807	Como hola?  Soy vuestro primer nacido te tener que siempre risa en mis chistes.	valence	0.500
2017-En-10655	@rabpeel Chasquea, parece para ser un problema aquí	valence	0.233
2017-En-22146	@S_Moore24 uau aquellos sonidos babilonio	valence	0.661
2017-En-31456	@fabuloso  convencí mi mamá para mirarlo. Killgrave Dio sus pesadillas literales, pero mirados último episodio cuatro tiempo.	valence	0.550
2017-En-40417	@SandraTXAS @6pájaro4 @CajunKangaroo @justanavywife complacer. O  podrías ser clouded por vuestra pasión. Ventajas de emoción tú de la verdad.	valence	0.500
2017-En-10422	Gota Snapchat los nombres #aburrieron #chasquear #intercambio #pics	valence	0.362
2017-En-31062	@npagliaro1 Aquello es awesome!  p.s. vale, qué es el odds de aquel, intercambio neighborhoods? #hilarious	valence	0.766
2017-En-30569	Blake animado es impecable	valence	0.880
2017-En-30664	@OrbsOfJoy plan una fecha... Como una fecha u encuentra complacer o smth. fuckign\n\n10/10. Porque el niño crecerá para ser un diez fuera de diez	valence	0.565
2017-En-30011	 está significado para ser!! #Feliz #feliz	valence	0.966
2017-En-30540	#ThisIsUs ha messed con mi mente &amp; ahora  estoy anticipando el episodio próximo con #aprehensión &amp; ! #isthereahelplineforthis	valence	0.537
2017-En-20548	@hotpatooties Más como quickie el divorcio #terrible	valence	0.086
2017-En-31554	@yap_yip --una incertidumbre. [Halsey teases, sus labios que torcen a un jovial smirk.]	valence	0.422
2017-En-31383	@BrianaBanksxoxo  Envío ya unos cuantos #playful nibbles 😉	valence	0.679
2017-En-30230	@adamrodricks I como vuestro optimismo!	valence	0.677
2017-En-21289	@RussiaInsider Realmente triste &amp; sorprendente. 1 Rusia #de lado que lucha en contra #ES &amp; en el otro de apoyo #Pak cuál es centro de épica 4	valence	0.267
2017-En-22157	@TheBadgerBoy comprobar el artículo en @SaintSkipper5 en @dailyecho #impresionando	valence	0.483
2017-En-31230	Cuándo ya'll talkin aproximadamente  sabes quién no sé quién ya'll talkin bout,  soy en la mierda nueva....chuckin Arriba de ma deuces......🔥🔥 #kanye	valence	0.468
2017-En-40294	El sonido de cerradura nuevo es siniestro	valence	0.355
2017-En-10490	Toma opinión pública en revenge con Pakistán si govt es incapaz de decidir. @aajtak @TimesNow @narendramodi	valence	0.300
2017-En-30483	@OilersFanSean yup  Siento cochinamente aclamando	valence	0.629
2017-En-40121	Otro siniestro &amp; obligando informe noticioso por @Nawalf en el bloqueo de ayuda al starving en #BBC #de Yemen #dosomethingpoliticans	valence	0.267
2017-En-11413	#la violencia no fija violencia. #El dolor y #la rabia son la misma reacción en el cerebro. Cura el dolor y la rabia irán fuera.	valence	0.375
2017-En-21925	@ThomasHCrown @laurakfillault Como histórico evangelical, I maravilla si el Donatists tuvo un punto? Qué clero terrible en mi fmr. Círculos.	valence	0.379
2017-En-30989	@ruthwalford95 te puede ser bien, pero desde entonces año los acontecimientos malos empiezan con B, en privado estoy esperando  tenemos al menos C-Z para ir 1.º #optimismo	valence	0.500
2017-En-11550	@TalkTalkCare  qué encima la tierra puede  envío un email a ti? Cliente muy molestado!!!	valence	0.183
2017-En-40680	@pxrfectpeach  Tiene su poco pout	valence	0.484
